name,state_name,city,state,zip_code,phone
CELESTIAL CHRISTIAN COMMUNITY,PENNSYLVANIA,PHILADELPHIA,PA ,19121,2152350353
CELINA CHRISTIAN ACADEMY,TEXAS,CELINA,TX ,75009,9723822930
CENITINNIEL BAPTIST SCHOOL,IDAHO,CALDWELL,ID ,83605,2084541997
CENLA CHRISTIAN ACADEMY,LOUISIANA,PINEVILLE,LA ,71360,3186404787
CENT ACADEMY OF ST JOE PROBATE COURT,INDIANA,SOUTH BEND,IN ,46601,5742355424
CENTENARY EARLY LEARNING CENTER,NEW JERSEY,METUCHEN,NJ ,08840,7325485468
CENTENNIAL ACADEMY,NEVADA,LAS VEGAS,NV ,89149,7023153190
CENTENNIAL BAPTIST SCHOOL,IDAHO,CALDWELL,ID ,83605,2084548993
CENTENNIAL MONTESSORI ACADEMY,TEXAS,MCKINNEY,TX ,75070,9725489000
CENTENNIAL MONTESSORI SCHOOL,CALIFORNIA,SAN MATEO,CA ,94401,6503401230
CENTER ACADEMY,FLORIDA,CORAL SPRINGS,FL ,33067,9545751231
CENTER ACADEMY,FLORIDA,PINELLAS PARK,FL ,33782,7275415716
CENTER ACADEMY,FLORIDA,PALM HARBOR,FL ,34684,7277812986
CENTER ACADEMY,FLORIDA,LUTZ,FL ,33549,8139099442
CENTER ACADEMY,FLORIDA,JACKSONVILLE,FL ,32246,9046455366
CENTER ACADEMY,FLORIDA,JACKSONVILLE,FL ,32257,9044481956
CENTER ACADEMY,FLORIDA,ALTAMONTE SPRINGS,FL ,32714,4077728727
CENTER ACADEMY - ORANGE PARK,FLORIDA,ORANGE PARK,FL ,32073,9042763552
CENTER ACADEMY - RIVERVIEW,FLORIDA,RIVERVIEW,FL ,33578,8136777777
CENTER ACADEMY HIGH - BRADENTON,FLORIDA,BRADENTON,FL ,34205,9417398498
CENTER ACADEMY SMYRNA,GEORGIA,SMYRNA,GA ,30080,7703331616
CENTER ACADEMY-WESTSIDE JACKSONVILLE,FLORIDA,JACKSONVILLE,FL ,32210,9043173179
CENTER DAY SCHOOL,SOUTH CAROLINA,FLORENCE,SC ,29501,8436698155
CENTER FOR CREATIVE LEARNING,MARYLAND,BALTIMORE,MD ,21229,4109450665
CENTER FOR CREATIVE LIVING ELEMENTARY SCHOOL,TEXAS,FORT WORTH,TX ,76103,8175342189
CENTER FOR EARLY EDUCATION,CALIFORNIA,WEST HOLLYWOOD,CA ,90048,3236510707
CENTER FOR EDUC ADVANCEMENT-SPRING RUN SCHOOL,NEW JERSEY,FLEMINGTON,NJ ,08822,9087821480
CENTER FOR EDUCATION,NEW JERSEY,MARLTON,NJ ,08053,8569838811
CENTER FOR EDUCATION SCHOOL OF THE ARTS,FLORIDA,TAMPA,FL ,33634,8138800916
CENTER FOR INDIVIDUALIZED TRAINING & EDUCATION,RHODE ISLAND,PROVIDENCE,RI ,02909,4013510611
CENTER FOR SELF DEVELOPMENT,PENNSYLVANIA,CHESTER,PA ,19013,6108725066
CENTER FOR SPECTRUM SERVICES,NEW YORK,KINGSTON,NY ,12401,8453362616
CENTER FOR TEACHING & LEARNING,MAINE,EDGECOMB,ME ,04556,2078829706
CENTER GROVE MONTESSORI,INDIANA,GREENWOOD,IN ,46143,3175448508
CENTER MONTESSORI SCHOOL,FLORIDA,BRADENTON,FL ,34207,9417534987
CENTER OF LIFE ACADEMY,FLORIDA,MIAMI,FL ,33127,3055719191
CENTER OF OPTIMUM LEARNING,NEW HAMPSHIRE,RAYMOND,NH ,03077,6038955552
CENTER PLACE RESTORATION SCHOOL,MISSOURI,INDEPENDENCE,MO ,64050,8162521715
CENTER ROAD CHRISTIAN ACADEMY,NEW YORK,WEST SENECA,NY ,14224,7166756545
CENTER SCHOOL,PENNSYLVANIA,ABINGTON,PA ,19001,2156572200
CENTER SCHOOL MONTESSORI,VERMONT,BERLIN,VT ,05602,8022233320
CENTER SQUARE AMISH SCHOOL,INDIANA,VEVAY,IN ,47043,8124272061
CENTER VIEW SCHOOL,INDIANA,WILLIAMSBURG,IN ,47393,
CENTERPOINT SCHOOL,VERMONT,SOUTH BURLINGTON,VT ,05403,8024887711
CENTERS OF LEARNING,CALIFORNIA,NORTH HILLS,CA ,91393,8188943213
CENTERVIEW THERAPEUTIC SCHOOL,ILLINOIS,NORTHBROOK,IL ,60062,8475590110
CENTERVILLE CHRISTIAN SCHOOL,VIRGINIA,SOUTH BOSTON,VA ,24592,4345757236
CENTRAL ACADEMY,MISSISSIPPI,MACON,MS ,39341,6627264817
CENTRAL ACADEMY AT LAKE PARK,NORTH CAROLINA,INDIAN TRAIL,NC ,28079,7048826267
CENTRAL ACRES SDA SCHOOL,MONTANA,BILLINGS,MT ,59102,4066521799
CENTRAL ARK CHRISTIAN SCHOOL,ARKANSAS,SHERWOOD,AR ,72120,5018355924
CENTRAL BAPTIST ACADEMY,VIRGINIA,ONLEY,VA ,23418,7577877148
CENTRAL BAPTIST ACADEMY,VIRGINIA,BRISTOL,VA ,24201,2766456903
CENTRAL BAPTIST ACADEMY,TEXAS,PINEHURST,TX ,77362,2813562861
CENTRAL BAPTIST CHRISTIAN ACADEMY,TEXAS,AMARILLO,TX ,79110,8063721464
CENTRAL BAPTIST CHRISTIAN ACADEMY,NEW YORK,BINGHAMTON,NY ,13901,6076486210
CENTRAL BAPTIST CHRISTIAN SCHOOL,NEW YORK,YORKSHIRE,NY ,14173,7164922203
CENTRAL BAPTIST CHRISTIAN SCHOOL,FLORIDA,BRANDON,FL ,33510,8136896133
CENTRAL BAPTIST PRESCHOOL & KINDERGARTEN,SOUTH DAKOTA,SIOUX FALLS,SD ,57108,6053362303
CENTRAL BAPTIST SCHOOL,LOUISIANA,BATON ROUGE,LA ,70819,2252725592
CENTRAL BAPTIST SCHOOL,ILLINOIS,GRANITE CITY,IL ,62040,6189310964
CENTRAL BAPTIST SCHOOL,MISSISSIPPI,HATTIESBURG,MS ,39401,6015440161
CENTRAL BAPTIST SCHOOL,TENNESSEE,MEMPHIS,TN ,38134,9013868161
CENTRAL BAPTIST SCHOOLS,OHIO,CINCINNATI,OH ,45224,5135215481
CENTRAL BIBLE ACADEMY,NEW JERSEY,NORTH WILDWOOD,NJ ,08260,6095225917
CENTRAL CATHOLIC,INDIANA,INDIANAPOLIS,IN ,46203,3177837759
CENTRAL CATHOLIC ELEMENTARY,TEXAS,CORPUS CHRISTI,TX ,78401,3618833873
CENTRAL CATHOLIC HIGH SCHOOL,TEXAS,SAN ANTONIO,TX ,78215,2102256794
CENTRAL CATHOLIC HIGH SCHOOL,PENNSYLVANIA,ALLENTOWN,PA ,18102,6104374601
CENTRAL CATHOLIC HIGH SCHOOL,PENNSYLVANIA,READING,PA ,19602,6103734178
CENTRAL CATHOLIC HIGH SCHOOL,PENNSYLVANIA,PITTSBURGH,PA ,15213,4126218189
CENTRAL CATHOLIC HIGH SCHOOL,WEST VIRGINIA,WHEELING,WV ,26003,3042331660
CENTRAL CATHOLIC HIGH SCHOOL,OREGON,PORTLAND,OR ,97214,5032353138
CENTRAL CATHOLIC HIGH SCHOOL,OHIO,TOLEDO,OH ,43608,4192552280
CENTRAL CATHOLIC HIGH SCHOOL,OHIO,CANTON,OH ,44708,3304782131
CENTRAL CATHOLIC HIGH SCHOOL,CALIFORNIA,MODESTO,CA ,95351,2095249611
CENTRAL CATHOLIC HIGH SCHOOL,ILLINOIS,BLOOMINGTON,IL ,61704,3096617000
CENTRAL CATHOLIC HIGH SCHOOL,FLORIDA,MELBOURNE,FL ,32901,3217270793
CENTRAL CATHOLIC HIGH SCHOOL,MASSACHUSETTS,LAWRENCE,MA ,01841,9786820260
CENTRAL CATHOLIC HIGH SCHOOL,LOUISIANA,MORGAN CITY,LA ,70380,9853855372
CENTRAL CATHOLIC HIGH SCHOOL,NEBRASKA,WEST POINT,NE ,68788,4023725326
CENTRAL CATHOLIC JR SR HIGH SCHOOL,INDIANA,LAFAYETTE,IN ,47909,7654743524
CENTRAL CATHOLIC MIDDLE & HIGH SCHOOL,NEBRASKA,GRAND ISLAND,NE ,68803,3083842440
CENTRAL CATHOLIC ST NICHOLAS SCHOOL & ACADEMY,MISSOURI,SAINT LOUIS,MO ,63106,3142316254
CENTRAL CHRISTIAN ACADEMY,VIRGINIA,PORTSMOUTH,VA ,23701,7574884477
CENTRAL CHRISTIAN ACADEMY,TEXAS,HOUSTON,TX ,77055,7134683248
CENTRAL CHRISTIAN ACADEMY,MISSISSIPPI,BAY ST LOUIS,MS ,39520,2284631628
CENTRAL CHRISTIAN ACADEMY,ALABAMA,SELMA,AL ,36701,3348771581
CENTRAL CHRISTIAN ACADEMY,NEW YORK,DUNKIRK,NY ,14048,7163666634
CENTRAL CHRISTIAN ACADEMY,KANSAS,WICHITA,KS ,67226,3166881161
CENTRAL CHRISTIAN ACADEMY,PENNSYLVANIA,HOUSTON,PA ,15342,7247464902
CENTRAL CHRISTIAN ACADEMY,CONNECTICUT,SOUTHINGTON,CT ,06489,8606216701
CENTRAL CHRISTIAN SCHOOL,INDIANA,FORT WAYNE,IN ,46835,2604930193
CENTRAL CHRISTIAN SCHOOL,DELAWARE,DOVER,DE ,19904,3024928772
CENTRAL CHRISTIAN SCHOOL,TEXAS,MCALLEN,TX ,78504,9566872340
CENTRAL CHRISTIAN SCHOOL,OHIO,KIDRON,OH ,44636,3308577311
CENTRAL CHRISTIAN SCHOOL,OREGON,REDMOND,OR ,97756,5415487803
CENTRAL CHRISTIAN SCHOOL,MISSOURI,SAINT LOUIS,MO ,63105,3147274535
CENTRAL CHRISTIAN SCHOOL,ALABAMA,ROBERTSDALE,AL ,36567,2519475043
CENTRAL CHRISTIAN SCHOOLS,KANSAS,HUTCHINSON,KS ,67502,6206632174
CENTRAL COLLEGE CHRISTIAN ACADEMY,OHIO,WESTERVILLE,OH ,43081,6147948146
CENTRAL DE CHRISTIAN ACADEMY,DELAWARE,DOVER,DE ,19901,3026978407
CENTRAL DELTA ACADEMY,MISSISSIPPI,INVERNESS,MS ,38753,6622655187
CENTRAL FELLOWSHIP CHRISTIAN ACADEMY,FLORIDA,LAKE HELEN,FL ,32744,3862282803
CENTRAL FELLOWSHIP CHRISTIAN ACADEMY,GEORGIA,MACON,GA ,31216,4787886909
CENTRAL FLORIDA ACADEMY,FLORIDA,AVON PARK,FL ,33825,8634522565
CENTRAL FLORIDA CHRISTIAN ACADEMY,FLORIDA,ORLANDO,FL ,32818,4072938062
CENTRAL FLORIDA PREPARATORY SCHOOL,FLORIDA,GOTHA,FL ,34734,4072908073
CENTRAL HARLEM MONTESSORI SCHOOL,NEW YORK,NEW YORK,NY ,10026,2122226295
CENTRAL HINDS ACADEMY,MISSISSIPPI,RAYMOND,MS ,39154,6018575568
CENTRAL HOLMES CHRISTIAN SCHOOL,MISSISSIPPI,LEXINGTON,MS ,39095,6628343011
CENTRAL INDIANA TEEN CHALLENGE,INDIANA,LEBANON,IN ,46052,7654822336
CENTRAL INSTITUTE FOR THE DEAF,MISSOURI,SAINT LOUIS,MO ,63110,3149770132
CENTRAL IOWA CHRISTIAN ACADEMY,IOWA,MARSHALLTOWN,IA ,50158,6417525426
CENTRAL IOWA CHRISTIAN SCHOOL,IOWA,GRINNELL,IA ,50112,6412363000
CENTRAL KANSAS CHRISTIAN ACADEMY,KANSAS,GREAT BEND,KS ,67530,6207923477
CENTRAL KENTUCKY CHRISTIAN SCHOOL,KENTUCKY,HARRODSBURG,KY ,40330,8597349347
CENTRAL KITSAP MONTESSORI,WASHINGTON,BREMERTON,WA ,98311,3606987620
CENTRAL LUTHERAN SCHOOL,MINNESOTA,SAINT PAUL,MN ,55104,6516458649
CENTRAL LUTHERAN SCHOOL,IOWA,NEWHALL,IA ,52315,3192235271
CENTRAL LUTHERAN SCHOOL,INDIANA,NEW HAVEN,IN ,46774,2604932502
CENTRAL MAINE LEARNING CENTER,MAINE,BELGRADE,ME ,04917,2074657985
CENTRAL MINNESOTA CHRISTIAN SCHOOL,MINNESOTA,PRINSBURG,MN ,56281,3209788700
CENTRAL MONTESSORI ACADEMY,OHIO,CINCINNATI,OH ,45231,5137425800
CENTRAL MONTESSORI SCHOOL OF VIRGINIA,VIRGINIA,RICHMOND,VA ,23223,8044477493
CENTRAL PARK CHRISTIAN SCHOOLS,ALABAMA,BIRMINGHAM,AL ,35208,2057864811
CENTRAL PENN CHRISTIAN SCHOOL,PENNSYLVANIA,LANCASTER,PA ,17602,7174642591
CENTRAL PRESBYTERIAN DAY SCHOOL,TEXAS,PARIS,TX ,75460,9037840829
CENTRAL PRESBYTERIAN PRESCHOOL,SOUTH CAROLINA,ANDERSON,SC ,29621,8642250515
CENTRAL PRIVATE SCHOOL,LOUISIANA,BAKER,LA ,70714,2252613341
CENTRAL TEXAS CHRISTIAN SCHOOL,TEXAS,TEMPLE,TX ,76502,2549395700
CENTRAL UTA INC,NEW YORK,BROOKLYN,NY ,11211,7187972888
CENTRAL VALLEY BAPTIST SCHOOL,CALIFORNIA,MANTECA,CA ,95336,2099829129
CENTRAL VALLEY CHRISTIAN,CALIFORNIA,ATWATER,CA ,95301,2097227799
CENTRAL VALLEY CHRISTIAN ACADEMY,CALIFORNIA,FRESNO,CA ,93726,5592264644
CENTRAL VALLEY CHRISTIAN ACADEMY,CALIFORNIA,CERES,CA ,95307,2095374521
CENTRAL VALLEY CHRISTIAN MOLOKAN SCHOOL,CALIFORNIA,KERMAN,CA ,93630,5598466042
CENTRAL VALLEY CHRISTIAN SCHOOL,CALIFORNIA,VISALIA,CA ,93277,5597349481
CENTRAL VALLEY CHRISTIAN SCHOOL,OREGON,TANGENT,OR ,97389,5419287820
CENTRAL VERMONT ACADEMY,VERMONT,BARRE,VT ,05641,8024790868
CENTRAL VERMONT CATHOLIC SCHOOL,VERMONT,BARRE,VT ,05641,8024765015
CENTRAL VIRGINIA CHRISTIAN SCHOOL,VIRGINIA,BUCKINGHAM,VA ,23921,4349692827
CENTRAL WI CHRISTIAN SCHS,WISCONSIN,WAUPUN,WI ,53963,9203244233
CENTRAL WISCONSIN CHRISTIAN SCHOOLS,WISCONSIN,WAUPUN,WI ,53963,9203244233
CENTRALIA CHRISTIAN SCHOOL,WASHINGTON,CENTRALIA,WA ,98531,3607367657
CENTRASTATE EARLY CHILDHOOD CENTER,NEW JERSEY,FREEHOLD,NJ ,07728,7324143102
CENTRE COUNTY CHRISTIAN ACADEMY,PENNSYLVANIA,BELLEFONTE,PA ,16823,8143557805
CENTRE SQUARE MONTESSORI SCHOOLHOUSE,PENNSYLVANIA,BLUE BELL,PA ,19422,6102751775
CENTREVILLE ACADEMY,MISSISSIPPI,CENTREVILLE,MS ,39631,6016455912
CENTREVILLE DAY SCHOOL,VIRGINIA,CENTREVILLE,VA ,20121,5715221875
CENTREVILLE SCHOOL,DELAWARE,WILMINGTON,DE ,19807,3025710230
CENTRO ARMONIA SCHOOL,CALIFORNIA,SAN JOSE,CA ,95138,4088662585
CENTURY CHRISTIAN SCHOOL,CALIFORNIA,LODI,CA ,95240,2093343230
CEO LEADERSHIP ACADEMY,WISCONSIN,MILWAUKEE,WI ,53208,4148734014
CEP-HISD PARNERSHIP SCHOOL,TEXAS,HOUSTON,TX ,77017,7134280160
CFS - THE SCHOOL AT CHURCH FARM,PENNSYLVANIA,EXTON,PA ,19341,6103637500
CFS CATHOLIC SCHOOL,IOWA,CALMAR,IA ,52132,5635623291
CHABAD DAY SCHOOL,FLORIDA,MAITLAND,FL ,32751,4076442500
CHABAD HEBREW ACADEMY,CALIFORNIA,SAN DIEGO,CA ,92131,8585661996
CHABAEL ACADEMY,SOUTH CAROLINA,MYRTLE BEACH,SC ,29577,8434480035
CHADDOCK,ILLINOIS,QUINCY,IL ,62301,2175920353
CHADWICK SCHOOL,CALIFORNIA,PALOS VERDES PENINSULA,CA ,90274,3103771543
CHAFFEE COUNTY MONTESSORI SCHOOL,COLORADO,SALIDA,CO ,81201,7195394887
CHALLENGER SCHOOL - MIDDLEFIELD,CALIFORNIA,PALO ALTO,CA ,94303,6502138245
CHALLENGER SCHOOL-SALT LAKE,UTAH,SALT LAKE CITY,UT ,84115,8014879985
CHALUTZIM ACADEMY/CORNERSTONE HIGH SCHOOL,PENNSYLVANIA,PHILADELPHIA,PA ,19151,2154774443
CHAMBERLAIN ACADEMY,SOUTH DAKOTA,CHAMBERLAIN,SD ,57325,6052345525
CHAMBERLAIN-HUNT ACADEMY,MISSISSIPPI,PORT GIBSON,MS ,39150,6014374291
CHAMBERS ACADEMY,ALABAMA,LAFAYETTE,AL ,36862,3348649852
CHAMINADE COLLEGE PREP MIDDLE,CALIFORNIA,CHATSWORTH,CA ,91311,8183604211
CHAMINADE COLLEGE PREP SCHOOL,MISSOURI,SAINT LOUIS,MO ,63131,3149934400
CHAMINADE COLLEGE PREPARATORY HIGH SCHOOL,CALIFORNIA,WEST HILLS,CA ,91304,8183478300
CHAMINADE HIGH SCHOOL,NEW YORK,MINEOLA,NY ,11501,5167425555
CHAMINADE JULIENNE HIGH SCHOOL,OHIO,DAYTON,OH ,45402,9374613740
CHAMINADE MADONNA COLLEGE PREP,FLORIDA,HOLLYWOOD,FL ,33021,9549895150
CHAMISA MESA HIGH SCHOOL,NEW MEXICO,TAOS,NM ,87571,5757510943
CHAMLIAN ARMENIAN SCHOOL,CALIFORNIA,GLENDALE,CA ,91214,8189573398
CHAMPAGNAT CATHOLIC SCHOOL - HIALEAH CAMPUS,FLORIDA,HIALEAH,FL ,33010,3058883760
CHAMPAGNAT CATHOLIC SCHOOL - MIAMI CAMPUS,FLORIDA,MIAMI,FL ,33125,3056424132
CHAMPION BAPTIST ACADEMY,NEW JERSEY,ABSECON,NJ ,08205,6096527507
CHAMPION CHRISTIAN SCHOOL,CALIFORNIA,CHICO,CA ,95926,5303458008
CHAMPION CHRISTIAN SCHOOL NORTH CAMPUS,PENNSYLVANIA,DONEGAL,PA ,15628,7245939200
CHAMPION EDUCATIONAL CENTER,NORTH CAROLINA,BEULAVILLE,NC ,28518,9102985078
CHAMPION PREPARATORY ACADEMY,FLORIDA,LONGWOOD,FL ,32750,4077880018
CHAMPION SCHOOL,CALIFORNIA,CUPERTINO,CA ,95014,4089738696
CHAMPIONS ACADEMY,VIRGINIA,RAVEN,VA ,24639,2769649794
CHAMPIONS CHRISTIAN ACADEMY,TEXAS,LAREDO,TX ,78041,9567913020
CHAMPIONS CHRISTIAN ACADEMY,TEXAS,HOUSTON,TX ,77090,2814401155
CHAMPLAIN VALLEY CHRISTIAN SCHOOL,VERMONT,VERGENNES,VT ,05491,8028773640
CHANCE GIRLS RESIDENTIAL CENTER,TENNESSEE,BLOOMINGTON SPRINGS,TN ,38545,9315264565
CHANCELLOR ACADEMY,NEW JERSEY,POMPTON PLAINS,NJ ,07444,9738354989
CHANDLER ACADEMY,GEORGIA,ALPHARETTA,GA ,30004,7703460509
CHANDLER CHRISTIAN SCHOOL,ARIZONA,CHANDLER,AZ ,85225,4809630748
CHANDLER CHRISTIAN SCHOOL,MINNESOTA,CHANDLER,MN ,56122,5076772358
CHANDLER HALL CHILD DEV PROGRAM,PENNSYLVANIA,NEWTOWN,PA ,18940,2158604000
CHANDLER SCHOOL,CALIFORNIA,PASADENA,CA ,91103,6267959314
CHANGE CHRISTIAN ACADEMY,COLORADO,DENVER,CO ,80239,3033735200
CHANUTE CHRISTIAN ACADEMY,KANSAS,CHANUTE,KS ,66720,6204317777
CHAPARRAL CHRISTIAN PRESCHOOL & KINDERGARTEN,ARIZONA,SCOTTSDALE,AZ ,85254,4809916440
CHAPEL FIELD CHRISTIAN HIGH SCHOOL,NEW YORK,PINE BUSH,NY ,12566,8457781881
CHAPEL HILL ACADEMY,NEW JERSEY,LINCOLN PARK,NJ ,07035,9736860004
CHAPEL HILL ACADEMY,MINNESOTA,CHANHASSEN,MN ,55317,9529499014
CHAPEL HILL CHAUNCY HALL SCHOOL,MASSACHUSETTS,WALTHAM,MA ,02452,7813140846
CHAPEL HILL CHRISTIAN SCHOOL,INDIANA,INDIANAPOLIS,IN ,46214,3172448491
CHAPEL HILL CHRISTIAN SCHOOL,OHIO,CUYAHOGA FALLS,OH ,44221,3309291901
CHAPEL HILL CHRISTIAN SCHOOL,GEORGIA,DOUGLASVILLE,GA ,30135,7704895990
CHAPEL HILL CHRISTIAN SCHOOL-GREEN CAMPUS,OHIO,AKRON,OH ,44312,3308960852
CHAPEL IN THE HILLS PRESCHOOL,ARIZONA,TUCSON,AZ ,85746,5208833281
CHAPEL MENNONITE SCHOOL,PENNSYLVANIA,HEREFORD,PA ,18056,2156796811
CHAPEL OF THE CROSS PRESCHOOL,CALIFORNIA,MISSION HILLS,CA ,91345,8188305496
CHAPELGATE CHRISTIAN ACADEMY,MARYLAND,MARRIOTTSVILLE,MD ,21104,4104425888
CHAPIN SCHOOL,NEW JERSEY,PRINCETON,NJ ,08540,6099242449
CHAPMAN ACADEMY,MICHIGAN,NEW HUDSON,MI ,48165,2484860492
CHAPS EARLY CHILDHOOD CENTER,MASSACHUSETTS,HUDSON,MA ,01749,9785688884
CHARIS YOUTH CENTER,CALIFORNIA,GRASS VALLEY,CA ,95945,5304779800
CHARISMA CHRISTIAN ACADEMY,NEW YORK,BROOKLYN,NY ,11236,7182720505
CHARISMA CHRISTIAN ACADEMY,CALIFORNIA,POMONA,CA ,91767,9096241455
CHARISMA CHRISTIAN MINISTRIES-ACADEMY,ILLINOIS,AURORA,IL ,60506,6308449510
CHARITY BAPTIST ACADEMY,CALIFORNIA,COLUSA,CA ,95932,5304582829
CHARITY ECHOES SCHOOL,MICHIGAN,MARION,MI ,49665,
CHARITY VILLAGE CHRISTIAN DAYCARE & LEARNING CTR,MISSISSIPPI,CRAWFORD,MS ,39743,6622725325
CHARLES ARMSTRONG SCHOOL,CALIFORNIA,BELMONT,CA ,94002,6505920780
CHARLES CHURN CHRISTIAN ACADEMY,NEW YORK,BROOKLYN,NY ,11221,7189196887
CHARLES F HAYDEN SCHOOL- BOYS & GIRLS VILLAGE,CONNECTICUT,MILFORD,CT ,06461,2038770300
CHARLES FINNEY SCHOOL,NEW YORK,PENFIELD,NY ,14526,5853873770
CHARLES RIVER SCHOOL,MASSACHUSETTS,DOVER,MA ,02030,5087850068
CHARLES TERRELL ACADEMY,GEORGIA,AUGUSTA,GA ,30904,7067366216
CHARLES TOWNE MONTESSORI SCHOOL,SOUTH CAROLINA,CHARLESTON,SC ,29407,8435711140
CHARLES WRIGHT ACADEMY,WASHINGTON,TACOMA,WA ,98467,2536208300
CHARLESTON CATHOLIC HIGH SCHOOL,WEST VIRGINIA,CHARLESTON,WV ,25301,3043428415
CHARLESTON CHRISTIAN ACADEMY,ILLINOIS,CHARLESTON,IL ,61920,2173454479
CHARLESTON CHRISTIAN SCHOOL,SOUTH CAROLINA,CHARLESTON,SC ,29414,8435564480
CHARLESTON COLLEGIATE SCHOOL,SOUTH CAROLINA,JOHNS ISLAND,SC ,29455,8435595506
CHARLESTON DAY SCHOOL,SOUTH CAROLINA,CHARLESTON,SC ,29401,8433770315
CHARLESTON SDA SCHOOL,SOUTH CAROLINA,CHARLESTON,SC ,29414,8435717519
CHARLESTOWN EARLY LEARNING CENTER,RHODE ISLAND,CHARLESTOWN,RI ,02813,4013640645
CHARLESTOWN PLAYHOUSE,PENNSYLVANIA,PHOENIXVILLE,PA ,19460,6109332762
CHARLEVOIX CHILDRENS HOUSE,MICHIGAN,CHARLEVOIX,MI ,49720,2315475599
CHARLIE KEYAN ARMENIAN COMMUNITY SCHOOL,CALIFORNIA,CLOVIS,CA ,93612,5593231955
CHARLOTTE ACADEMY,FLORIDA,PORT CHARLOTTE,FL ,33954,9417647673
CHARLOTTE CATHOLIC HIGH SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28226,7045431127
CHARLOTTE CHRISTIAN SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28270,7043665657
CHARLOTTE ISLAMIC ACADEMY,NORTH CAROLINA,CHARLOTTE,NC ,28215,7045371772
CHARLOTTE JEWISH DAY SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28271,7043664558
CHARLOTTE LATIN SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28277,7048461100
CHARLOTTE MONTESSORI SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28203,7043327733
CHARLOTTE PREPARATORY SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28211,7043665994
CHARLOTTE SDA SCHOOL,MICHIGAN,CHARLOTTE,MI ,48813,5175439491
CHARLOTTE UNITED CHRISTIAN ACADEMY,NORTH CAROLINA,CHARLOTTE,NC ,28212,7045370331
CHARLOTTESVILLE CATHOLIC SCHOOL,VIRGINIA,CHARLOTTESVILLE,VA ,22901,4349640400
CHARLOTTESVILLE DAY SCHOOL,VIRGINIA,CHARLOTTESVILLE,VA ,22901,4348172371
CHARLOTTESVILLE WALDORF SCHOOL,VIRGINIA,CHARLOTTESVILLE,VA ,22901,4349734921
CHARLTON CHRISTIAN ACADEMY,GEORGIA,FOLKSTON,GA ,31537,9124964120
CHARM VIEW,OHIO,MILLERSBURG,OH ,44654,
CHARTER OAK SCHOOL,CONNECTICUT,SOUTH WINDSOR,CT ,06074,8602919170
CHARTERHOUSE SCHOOL,VIRGINIA,RICHMOND,VA ,23230,8043534461
CHARTWELL SCHOOL,CALIFORNIA,SEASIDE,CA ,93955,8313943468
CHASE COLLEGIATE SCHOOL,CONNECTICUT,WATERBURY,CT ,06708,2032369500
CHASE LEARNING CENTER & DAYCARE,ALABAMA,PELHAM,AL ,35124,2056201616
CHASE RANCH MONTESSORI SCHOOL,CALIFORNIA,EL CAJON,CA ,92020,6194403646
CHASE RD SCHOOL,PENNSYLVANIA,SPARTANSBURG,PA ,16434,8146542455
CHATHAM ACADEMY,GEORGIA,SAVANNAH,GA ,31406,9123544047
CHATHAM DAY SCHOOL,NEW JERSEY,CHATHAM,NJ ,07928,9734100400
CHATHAM HALL,VIRGINIA,CHATHAM,VA ,24531,4344322941
CHATHAM-AVALON NURSERY SCHOOL & KINDERGARTEN,ILLINOIS,CHICAGO,IL ,60619,7737832357
CHATMANS EARLY LEARNING CHRISTIAN ACADEMY,FLORIDA,JACKSONVILLE,FL ,32218,9047643742
CHATSWORTH HILLS ACADEMY,CALIFORNIA,CHATSWORTH,CA ,91313,8189984037
CHATTAHOOCHEE CHRISTIAN SCHOOL,GEORGIA,CLERMONT,GA ,30527,7709839433
CHATTANOOGA CHRISTIAN SCHOOL,TENNESSEE,CHATTANOOGA,TN ,37409,4232656411
CHATTERBOX DAY SCHOOL,NEW YORK,EAST ISLIP,NY ,11730,6315814756
CHC LEARNING CENTER,NEW YORK,WILLIAMSVILLE,NY ,14221,7162040355
CHEDER AT THE OHEL,NEW YORK,CAMBRIA HEIGHTS,NY ,11411,7185288989
CHEDER BNAI TORAH,NEW JERSEY,LAKEWOOD,NJ ,08701,7323675508
CHEDER CHABAD OF MONSEY,NEW YORK,MONSEY,NY ,10952,8453561213
CHEDER LUBAVITCH,NEW JERSEY,MORRISTOWN,NJ ,07962,9734550168
CHEDER LUBAVITCH HEBREW DAY SCHOOL,ILLINOIS,SKOKIE,IL ,60077,8476756777
CHEDER LUBAVITCH HEBREW DAY SCHOOL,ILLINOIS,CHICAGO,IL ,60645,7734650863
CHEDER MENACHEM,CALIFORNIA,LOS ANGELES,CA ,90038,3237698200
CHEERFUL HELPERS,CALIFORNIA,LOS ANGELES,CA ,90010,2133877252
CHEHALEM ACADEMY,OREGON,NEWBERG,OR ,97132,5035384874
CHELAN VALLEY INDEPENDENT SCHOOL,WASHINGTON,CHELAN,WA ,98816,5096822020
CHELSEA HOUSE MONTESSORI PRESCHOOL/KDGN,WASHINGTON,KENMORE,WA ,98028,2063635212
